model,dataset,mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,n_seeds
TabularTransformer,train,0.011898901604581624,0.011912577394503195,0.0944162151291185,0.06308174511720105,0.0693571949377656,0.046843971405116556,0.8178945928812027,0.18841070632178436,4
TabularTransformer,val,0.03183293901383877,0.007599920191964051,0.1774520860374642,0.021407044784094217,0.11361386254429817,0.01892549060560955,0.32289138063788414,0.13161615112378447,4
TabularTransformer,test,0.035516138188540936,0.005557917086521303,0.18801388081539322,0.014918391748712524,0.1323473248630762,0.013286644830641637,0.3586449846625328,0.06598034610513917,4
