sample_id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,output1,output2,output3,output4,output5,output6,output7,output8,output9,output10,result1,result2,result3,result4,result5,result6,result7,result8,result9,result10
0,-38.41225103,-22.55300121,41.67010888,-3.4516289,-19.82328278,0.71624171,24.61196163,23.81568203,-8.82843439,24.8109148,-44.04672667,-25.64033986,9.52041311,-32.32983157,-38.05140189,34.83550606,-26.26795107,-0.26216558,-26.33735846,15.36240064,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,4.80999999999994,6.7099999999999,3.3499999999999712,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.3499999999999712,6.7099999999999,4.80999999999994,4.46999999999994,6.3599999999999,2.559999999999972,2.7799999999999727,2.919999999999973,2.9699999999999718,2.8399999999999723,2.319999999999972,6.329999999999899,4.4199999999999395,89.01919584056306,88.9131102395682,99.85327997268898,98.98115141375689,94.3369024590564,89.53633457249002,98.01386671139328,99.94546246727843,92.57161980666811,93.62739785107836
1,-38.33821257,-21.63624637,38.92265876,-2.23287834,-17.53339283,2.17946339,27.18048962,20.31142224,8.05211948,12.31112576,-40.24527279,-24.03786731,9.98572295,-31.28723405,-37.70484811,33.04927587,-28.02698917,-1.65492624,-18.50534883,0.53942556,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,5.169999999999932,6.1999999999999105,3.3399999999999714,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.3399999999999714,6.1999999999999105,5.169999999999932,4.829999999999932,5.859999999999911,2.5899999999999723,2.769999999999973,2.9299999999999726,2.9699999999999718,2.8599999999999723,2.3399999999999714,5.8299999999999095,4.739999999999932,89.92097026513741,88.9139991486381,99.80183295234542,99.01624949682301,93.88124721902412,89.44326363803088,97.44982319787458,99.94164305303566,92.54894591270495,96.11068027091918
2,-38.26417428,-20.71949198,36.17520868,-1.01417332,-15.24351471,3.6426744,29.74876123,16.8071978,24.93267334,-0.18866328,-36.4438274,-22.43539555,10.45103279,-30.24467549,-37.35829612,31.26305869,-29.78585169,-3.04767285,-10.67333919,-14.28354951,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,5.639999999999922,5.779999999999919,3.3299999999999716,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.3299999999999716,5.779999999999919,5.639999999999922,5.2999999999999226,5.43999999999992,2.6199999999999726,2.749999999999972,2.939999999999973,2.9699999999999718,2.879999999999973,2.389999999999972,5.409999999999919,5.129999999999923,88.92849786171023,88.91475336177503,99.75361542323739,99.18144492096805,92.951023152524,89.35343576506676,96.69917560958181,99.92765785830365,91.92580890109319,98.14281033132025
3,-38.1901362,-19.80273809,33.42775863,0.20447911,-12.95365,5.10587342,32.31666531,13.3030147,41.81322721,-7.69806537,-32.64239269,-20.83292465,10.91634263,-29.20216192,-37.01174616,29.47685616,-31.54446251,-4.44040303,-2.84132956,-23.18863421,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,5.979999999999915,5.429999999999927,3.319999999999972,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.319999999999972,5.429999999999927,5.979999999999915,5.639999999999915,5.089999999999927,2.669999999999973,2.7199999999999727,2.9499999999999726,2.9699999999999718,2.899999999999973,2.4999999999999725,5.069999999999927,5.389999999999915,88.912905647705,88.9747181214832,99.62648782142281,99.39664175666377,92.60275485242069,89.26900174117219,95.73734447796895,99.87878752267831,91.44179859131438,99.08867798197963
4,-38.11609838,-18.88598472,30.68030863,1.42307037,-10.66380058,6.56905886,34.88401595,9.79888039,46.53944219,-14.217249,-28.84097171,-19.23045468,11.38165245,-28.15970068,-36.66519851,27.69067021,-33.3026943,-5.83311382,-0.64852466,-16.77394083,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,6.139999999999912,5.359999999999928,3.319999999999972,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.319999999999972,5.359999999999928,6.139999999999912,5.799999999999912,5.0199999999999285,2.7599999999999723,2.679999999999972,2.9499999999999726,2.9699999999999718,2.9299999999999726,2.5899999999999728,4.999999999999928,5.489999999999911,88.91476024615186,89.13869515684418,99.15596577102332,99.54652669214174,92.5203630570981,89.16648488661403,94.4076918053587,99.78488124653524,91.38226973186565,99.47083573848144
5,-38.04206092,-17.96923192,27.93285869,2.64158989,-8.37396872,8.03222887,37.45047702,6.2948042,47.09456173,-20.73643263,-25.03956875,-17.6279857,11.84696226,-27.11730081,-36.31865352,25.90450309,-35.06031688,-7.22580151,-17.12017077,-10.35924745,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,6.279999999999909,5.409999999999927,3.309999999999972,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.309999999999972,5.409999999999927,6.279999999999909,5.929999999999909,5.0699999999999275,2.8399999999999723,2.6599999999999726,2.9499999999999726,2.9699999999999718,2.9399999999999724,2.689999999999972,5.049999999999926,5.559999999999908,88.93085202366524,89.21206631489778,98.03349817727431,99.59267207971784,92.37808347373499,89.12032123214294,92.94318103604922,99.53136657257423,91.67238959717255,99.680620494953
6,-37.96802393,-17.05247975,25.18540882,3.86002454,-6.08415712,9.49538123,40.01537363,2.790798,47.64968126,-27.25561626,-21.23819015,-16.02551781,12.31227207,-26.07497354,-35.9721116,24.11835752,-36.81686806,-8.61846138,-33.59181689,-3.94455407,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,6.359999999999907,5.379999999999928,3.309999999999972,3.309999999999972,3.2999999999999723,3.2999999999999723,3.309999999999972,3.309999999999972,5.379999999999928,6.359999999999907,6.019999999999907,5.039999999999928,2.8999999999999724,2.6499999999999733,2.949999999999972,2.9699999999999718,2.959999999999972,2.789999999999972,5.019999999999928,5.5899999999999075,89.1177251615149,89.2062529554658,96.20220591925663,99.60734521265927,91.97252686711263,89.10529568148114,91.65612545865035,98.75652882317179,91.44444803539668,99.7711500337067
7,-37.8939876,-16.13572824,22.43795903,5.07835778,-3.7943691,10.95851328,42.57712812,-0.71312286,48.11168074,-31.92265083,-17.43684556,-14.42305108,12.77758185,-25.03273302,-35.62557324,22.33223674,-38.57126737,-10.01108733,-47.30038112,0.64767672,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,6.409999999999906,5.28999999999993,3.309999999999972,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.309999999999972,5.28999999999993,6.409999999999906,6.0599999999999055,4.94999999999993,2.9299999999999726,2.6499999999999724,2.959999999999972,2.9699999999999718,2.959999999999972,2.879999999999972,4.929999999999929,5.619999999999906,89.65330103431879,89.3214546284099,94.54731880527515,99.62245096485063,90.77053892885357,89.11794871082628,90.94676943571082,96.68128845249475,90.64713878763226,99.79402151971823
8,-37.81995224,-15.21897746,19.69050933,6.29656847,-1.50460874,12.4216218,45.13104688,-4.21693818,37.90818329,-19.78696062,-13.63555051,-12.82058563,13.24289163,-23.99059735,-35.27903907,20.54614468,-40.32030044,-11.40367133,-45.34954435,9.07108005,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,6.069999999999913,5.469999999999926,3.309999999999972,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.309999999999972,5.469999999999926,6.069999999999913,5.729999999999913,5.129999999999925,2.929999999999972,2.639999999999973,2.9699999999999718,2.9699999999999718,2.9599999999999715,2.9499999999999718,5.1199999999999255,5.349999999999913,88.96733481924257,88.97367673974692,93.981595722526,99.62958693077283,89.27956502957504,89.1479240189077,90.80198913359472,92.31292722729103,89.48878012895382,99.69339266034699
9,-37.74591836,-14.30222748,16.94305975,7.51462915,0.78511891,13.88470284,47.65520817,-7.72062088,27.70468585,-7.6512704,-9.83433168,-11.21812157,13.70820138,-22.94859,-34.93250985,18.76008618,-42.04895432,-12.79620263,-43.39870758,17.49448338,1.88946391,1.98911109,0.0777012648,0.572833026,1.35189021,0.487837899,0.872406866,1.25057104,116.845738,98.8569483,5.7299999999999205,5.659999999999922,3.309999999999972,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.2999999999999723,3.309999999999972,5.659999999999922,5.7299999999999205,5.389999999999921,5.3099999999999214,2.919999999999973,2.6399999999999726,2.969999999999972,2.9699999999999718,2.9599999999999715,2.9799999999999716,5.309999999999922,5.099999999999919,88.95813738422446,88.9145240142575,94.48621841314826,99.63724337282923,88.91323167857554,89.22957244772803,90.88110238989029,88.97361261700411,88.91536012294996,99.37751234873821
