sample_id,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,y5,y6,y7,y8,z1,z2,z3,z4,z5,z6,z7,z8,t1,t2,t3,t4,t5,t6,t7,t8,output1,output2,output3,output4,output5,output6,output7,output8,result1,result2,result3,result4,result5,result6,result7,result8
0,-8.91564679,3.92720436,-6.66027581,-41.90900772,-49.1236782,-18.77747013,-33.06375491,-39.18282989,-41.64299974,21.12732814,-47.44564579,-14.46200132,6.29096091,43.92660556,37.91390634,34.89289881,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,4.709999999999942,5.599999999999923,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,5.599999999999923,4.709999999999942,4.369999999999942,5.259999999999923,2.919999999999973,2.2299999999999707,2.1499999999999715,2.949999999999972,5.0099999999999225,4.369999999999942,88.9138954649873,88.9141917387206,94.59732105780685,99.95700669953675,99.96167744133922,91.39385195497849,99.19180454820629,88.91395855132293
1,-8.3890531,4.19229873,-6.60473518,-42.92273036,-45.95235041,-16.32380671,-32.35981918,-33.13901231,-40.30918466,17.5824222,-45.25855285,-12.45724631,7.02783447,44.09642378,18.25975017,25.41981121,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,4.909999999999938,5.719999999999921,3.2999999999999723,3.39999999999997,3.39999999999997,3.2999999999999723,5.719999999999921,4.909999999999938,4.579999999999938,5.379999999999921,2.909999999999972,2.2299999999999702,2.1499999999999706,2.949999999999972,5.12999999999992,4.579999999999938,88.9118866105723,88.91467874284022,94.96693294258473,99.95826013828388,99.96240229243244,91.88969154725073,99.2227165764348,88.91188805106565
2,-7.86245995,4.45738988,-6.54919508,-43.93601446,-42.78102488,-13.87020791,-31.65588345,-27.09519473,-38.97537096,14.03755925,-43.07148091,-10.45335854,7.7647075,44.26623753,-1.39440601,15.94672361,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.149999999999933,5.639999999999922,3.2999999999999723,3.4199999999999697,3.4199999999999697,3.2999999999999723,5.639999999999922,5.149999999999933,4.809999999999933,5.2999999999999226,2.9099999999999726,2.21999999999997,2.1699999999999706,2.9499999999999726,5.079999999999923,4.809999999999933,88.91286755845199,88.9146854346546,94.85866317566678,99.96012495698001,99.96211682607316,92.27256860401567,98.96263188079698,88.91284086551725
3,-7.33586738,4.72247713,-6.49365567,-44.94859799,-39.60970191,-11.41668628,-30.95194773,-24.13486921,-37.64155871,10.4927485,-40.88443591,-8.45085626,8.50157994,44.43604593,-21.04856218,11.30670551,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.29999999999993,5.419999999999927,3.2999999999999723,3.4299999999999695,3.4299999999999695,3.2999999999999723,5.419999999999927,5.29999999999993,4.95999999999993,5.079999999999927,2.919999999999973,2.19999999999997,2.1599999999999695,2.949999999999972,4.889999999999928,4.95999999999993,88.91478442331217,88.91329878229308,94.56574102796138,99.96168625514942,99.96300392125815,91.43040928225328,98.57726188524927,88.91469514001604
4,-6.80927541,4.98755958,-6.43811716,-45.9599605,-36.43838184,-8.96325781,-30.248012,-12.50193454,-36.30774801,6.948002,-38.69742628,-6.45076868,9.23845171,44.60584789,-40.70271836,5.45739962,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.549999999999924,5.149999999999933,3.2999999999999723,3.4199999999999697,3.4199999999999697,3.2999999999999723,5.149999999999933,5.549999999999924,5.2099999999999245,4.809999999999932,2.929999999999973,2.1499999999999706,2.0899999999999705,2.9599999999999715,4.669999999999932,5.2099999999999245,88.9125764405866,89.17560837284434,94.0065243037913,99.96296287477375,99.96447173855336,90.95486738607107,97.61404658408173,88.91250783794555
5,-6.28268409,5.25263602,-6.38257985,-46.96890682,-33.26706509,-6.50994327,-30.19095717,-10.12151559,-34.97393894,3.40333584,-36.51046437,-4.45545939,9.97532271,44.77564196,-42.29571109,4.26047047,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.619999999999923,5.179999999999932,3.2999999999999723,3.3899999999999704,3.3899999999999704,3.2999999999999723,5.179999999999932,5.619999999999923,5.279999999999923,4.829999999999932,2.9299999999999726,2.189999999999971,2.0999999999999703,2.9699999999999718,4.709999999999932,5.279999999999923,88.91433876426254,89.41499364967169,94.028661479332,99.96050368439661,99.96387298281961,89.15261951328695,97.52999955522232,88.91414826747948
6,-5.75609345,5.51770481,-6.32704424,-47.9719962,-30.09575216,-4.05677004,-14.19594375,1.00854351,-33.64013159,-0.14122806,-34.32356902,-2.47173289,10.71219281,44.94542625,-37.15684747,11.74398252,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.4499999999999265,5.569999999999924,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,5.569999999999924,5.4499999999999265,5.109999999999926,5.229999999999924,2.919999999999973,2.2499999999999707,2.0799999999999716,2.969999999999972,5.119999999999923,5.109999999999927,88.94855880923865,88.92266538563945,94.57236754059942,99.95581604223949,99.96369932465264,88.91287770171552,96.97324463497374,88.91275068554623
7,-5.22950353,5.78276366,-6.27151109,-48.95439389,-26.92444367,-1.60377508,1.79906967,12.13860261,-32.30632608,-3.68565899,-32.13677047,-0.52892662,11.44906189,45.11519821,-32.01798386,19.22749456,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.239999999999931,5.969999999999915,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,5.969999999999915,5.239999999999931,4.8899999999999295,5.6299999999999155,2.9099999999999726,2.3199999999999714,2.0899999999999723,2.969999999999972,5.439999999999915,4.899999999999931,90.33192680730299,88.92007700791342,95.00279226891838,99.9455204692154,99.96302044746912,88.91287553075016,98.6221079696982,88.91453852293148
8,-4.70291438,6.04780925,-6.2159817,-49.44925553,-23.75314035,0.84899058,17.79408309,23.26866171,-30.9725225,-7.22991263,-29.95012048,0.44972011,12.18592976,45.28495429,-26.87912025,26.71100661,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.029999999999935,6.179999999999911,3.2999999999999723,3.3299999999999716,3.3299999999999716,3.2999999999999723,6.179999999999911,5.029999999999935,4.669999999999934,5.82999999999991,2.9099999999999726,2.4099999999999717,2.149999999999972,2.969999999999972,5.609999999999911,4.6899999999999356,92.08251571299144,88.98332212562512,95.24049247548949,99.92334498239764,99.9603525013348,88.91298392416861,98.98670191863846,88.91443421899427
9,-4.17632604,6.31283661,-6.16045854,-45.52826925,-20.58184312,3.30145441,33.78909651,30.33312101,-29.638721,-10.77392249,-27.76371555,0.88970627,12.92279622,45.45468949,-21.74025664,31.46093343,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,4.919999999999938,5.939999999999916,3.2999999999999723,3.3299999999999716,3.3299999999999716,3.2999999999999723,5.939999999999916,4.919999999999938,4.5599999999999365,5.599999999999916,2.909999999999972,2.4099999999999717,2.189999999999972,2.9699999999999718,5.439999999999916,4.579999999999938,91.49374988016947,88.9640068272755,95.22456537157919,99.9229663043941,99.95832580917804,88.94311310253103,98.00882978076487,88.91303914194788
10,-3.64973858,6.57783793,-6.10494675,-41.60731882,-17.41055314,5.75350977,33.82074359,28.99493612,-28.30492169,-14.31758423,-25.57775813,1.32968842,13.659661,45.62439641,-21.7300891,16.7092974,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.209999999999932,5.989999999999915,3.2999999999999723,3.3299999999999716,3.3299999999999716,3.2999999999999723,5.989999999999915,5.209999999999932,4.85999999999993,5.639999999999915,2.9099999999999726,2.4299999999999717,2.2399999999999713,2.9499999999999726,5.539999999999914,4.869999999999932,90.79563026362362,88.93673427992948,95.14088067628363,99.91747032547407,99.95424153122401,91.90108079125709,96.69557490991035,88.9145640542442
11,-3.12315203,6.84280024,-6.04945918,-37.68641209,-14.23927187,8.2049932,23.60040015,27.65675123,-26.97112472,-17.86072418,-23.39275477,1.76966565,14.39652375,45.79406375,-4.99445079,1.95766137,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.5399999999999245,6.23999999999991,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,6.23999999999991,5.5399999999999245,5.199999999999924,5.89999999999991,2.9199999999999724,2.439999999999971,2.299999999999972,2.9399999999999724,5.819999999999909,5.199999999999925,88.93226780661729,88.91460667373295,94.90108862174232,99.91408594907999,99.94764037056167,93.13426696344938,95.60197804792163,88.91360354243295
12,-2.59656648,7.10770023,-5.99403905,-33.76555945,-11.06800118,10.655641,13.38005671,26.31856635,-25.63733025,-21.40303077,-21.21040672,2.20963682,15.13338404,45.96367326,11.74118751,-12.79397466,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.859999999999918,5.809999999999919,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,5.809999999999919,5.859999999999918,5.519999999999917,5.469999999999918,2.9099999999999726,2.489999999999972,2.3799999999999715,2.939999999999973,5.419999999999918,5.519999999999918,89.01996751693635,89.04050503969867,95.36453512964641,99.89419981148194,99.9321312664054,92.97580434209107,93.81419616027998,88.91623798976698
13,-2.06998198,7.37249157,-5.93895579,-29.84477481,-7.89674355,13.10499882,3.15971327,25.45034667,-24.30353846,-24.94388457,-19.0413243,2.64960036,15.8702413,46.13319349,28.47682581,-22.36489474,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.999999999999915,5.26999999999993,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,5.26999999999993,5.999999999999915,5.649999999999914,4.9299999999999295,2.889999999999972,2.529999999999972,2.4799999999999716,2.9499999999999726,4.8899999999999295,5.649999999999914,89.04298462666071,90.0149967782427,96.15914870572895,99.86494470967392,99.89872261880753,92.40255828815,93.38300437480584,88.94908470327832
14,-1.5433986,7.63706757,-5.93502647,-25.92407734,-4.72550227,15.55221296,-0.38974125,22.78580669,-22.96974952,-28.48185872,-18.88659472,3.08955412,16.60709476,46.30256535,34.28899712,-9.37490543,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.989999999999915,5.059999999999935,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,5.059999999999935,5.989999999999915,5.649999999999915,4.719999999999934,2.8899999999999726,2.5299999999999723,2.529999999999972,2.9499999999999726,4.669999999999934,5.649999999999915,88.922869687692,90.12326572874827,95.90683802758764,99.86856108513548,99.86935364877147,91.90945741174859,94.11008608347449,88.92066587073293
15,-1.01681644,7.9011182,-5.43155672,-22.00349413,-1.55428185,17.99547409,-0.76935394,20.12126672,-21.63596365,-32.01280752,-22.30816607,3.52949505,17.34394337,46.47166363,18.11970285,3.61508388,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.819999999999919,5.339999999999929,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,5.339999999999929,5.819999999999919,5.479999999999919,4.999999999999928,2.9199999999999724,2.519999999999972,2.509999999999972,2.9499999999999726,4.919999999999928,5.479999999999919,88.9144261977146,89.02221062803602,94.7693060936036,99.87363166030174,99.88481083759999,92.0976426620937,95.21384848476741,88.91429875142947
16,-0.49023557,8.16325981,-4.92834474,-18.08306477,1.6169114,20.43019749,-1.12201532,19.69519285,-20.30218106,-35.51822843,-25.72798559,3.96941872,18.08078567,46.640171,3.09837829,5.69225104,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.819999999999919,5.629999999999923,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,5.629999999999923,5.819999999999919,5.479999999999919,5.289999999999923,2.9399999999999724,2.4699999999999713,2.459999999999972,2.949999999999972,5.189999999999922,5.479999999999919,88.91535442660057,88.93095159385204,93.32513624916157,99.90425901735725,99.90673844753701,92.48461011694893,96.20016669755313,89.00300654063626
17,0.03634389,8.29011827,-4.42561961,-14.1628495,4.78806829,22.84077854,9.85392832,5.68221309,-18.96840202,-37.2146105,-29.14449652,4.40931837,18.81761952,46.80700749,-11.68158733,4.9482545,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,6.099999999999913,6.079999999999913,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,6.079999999999913,6.099999999999913,5.759999999999913,5.739999999999912,2.9499999999999726,2.4399999999999715,2.3899999999999713,2.9399999999999724,5.629999999999913,5.729999999999912,88.9504907259568,88.98917423717336,91.82574449066732,99.91730076262108,99.93146940672803,92.81944589626193,96.53266660435828,92.26206328580773
18,0.56292185,11.29438746,-3.92398899,-10.24294466,7.95917501,25.13159737,20.82987195,-8.33076667,-17.63462679,-35.51961709,-32.55356917,4.84918319,19.55444172,46.96555522,-26.46155296,4.20425795,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,6.139999999999912,6.569999999999903,3.2999999999999723,3.359999999999971,3.359999999999971,3.2999999999999723,6.569999999999903,6.139999999999912,5.779999999999911,6.209999999999901,2.9599999999999724,2.4099999999999713,2.379999999999971,2.939999999999973,6.0799999999999015,5.709999999999911,90.85766163602925,90.99839578478999,90.94182761696317,99.92764481809627,99.93340459567494,92.86294674965325,97.61514625462814,95.93234816451336
19,1.08949819,14.29865653,-3.42571407,-6.32351436,11.13020976,25.2241756,31.80581559,-22.34374643,-16.30085567,-33.82462375,-35.93983654,5.28899475,20.29124719,46.97196257,-41.24151859,3.46026141,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.889999999999917,6.329999999999908,3.2999999999999723,3.359999999999971,3.359999999999971,3.2999999999999723,6.329999999999908,5.889999999999917,5.529999999999916,5.949999999999906,2.969999999999972,2.439999999999971,2.299999999999972,2.9299999999999726,5.809999999999906,5.449999999999918,91.64253704951298,93.06984377187632,89.93904125550702,99.92167520504523,99.94872101336023,93.49157330197457,98.26174353650222,96.57946180198486
20,1.61607277,17.30292542,-3.02286979,-2.40486256,14.30113597,23.06178542,33.03535234,-34.80107573,-14.96708901,-32.12963051,-38.67755904,5.72871895,21.02802744,45.23659458,-42.89718588,2.79885961,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.5899999999999235,6.319999999999908,3.2999999999999723,3.359999999999971,3.359999999999971,3.2999999999999723,6.319999999999908,5.5899999999999235,5.209999999999923,5.949999999999907,2.969999999999972,2.5499999999999714,2.239999999999971,2.9199999999999724,5.739999999999908,5.159999999999924,93.40612461774333,93.13263120551147,89.23607482560269,99.87099418280094,99.956298846991,94.72620312952654,99.06324216999987,95.95389468418279
21,2.14264544,20.3071941,-1.12804724,1.51237901,17.47188737,20.89941443,24.95222135,-29.94614458,-13.63332717,-30.43463739,-36.98138792,6.16828491,21.76476707,43.501242,-39.72671149,-8.58437081,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.829999999999918,6.6899999999999,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,6.6899999999999,5.829999999999918,5.429999999999919,6.319999999999899,2.9699999999999718,2.6499999999999715,2.2499999999999716,2.899999999999973,6.0499999999998995,5.389999999999918,94.5818389333872,92.6748174869754,89.05995769687,99.75931500897457,99.95606092464477,95.55828867740095,99.41477821493653,96.45802845568244
22,2.66921605,23.31146249,0.76676368,5.42665314,20.64233033,18.73706533,16.86909037,-25.09121342,-12.29957058,-28.73964443,-35.28522721,6.60751789,22.50143504,41.76590698,-36.5562371,-19.96760124,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.959999999999916,6.6999999999999,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,6.6999999999999,5.959999999999916,5.569999999999915,6.349999999999899,2.969999999999972,2.729999999999971,2.279999999999971,2.8799999999999724,6.039999999999898,5.5099999999999145,93.61528018417033,90.66495640747954,88.99667148912125,99.5869848376144,99.95361078022896,96.47143302959607,99.5088363737094,96.63818945070578
23,3.1957844,26.31573046,2.66156155,9.33287331,23.81215017,16.57474133,8.78595938,-21.87363687,-10.96581969,-27.04465171,-33.58907818,7.0458471,23.23795822,40.0305921,-33.38576271,-27.51176903,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.909999999999917,6.3399999999999075,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,6.3399999999999075,5.909999999999917,5.569999999999916,5.999999999999907,2.969999999999972,2.7599999999999705,2.3499999999999712,2.859999999999973,5.699999999999907,5.469999999999916,89.9505482287706,89.12605891922934,89.0183684602097,99.4784748924425,99.94528189270962,97.21242308584891,99.41553837137474,96.32303492414025
24,3.72235028,29.31999782,4.55634472,13.20154585,26.98039609,14.4124463,0.7028284,-7.88924393,-9.63207505,-25.34965933,-31.89294232,7.47996298,23.97411569,38.29530047,-30.21528832,-17.89499746,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,6.509999999999904,5.959999999999916,3.2999999999999723,3.369999999999971,3.369999999999971,3.2999999999999723,5.959999999999916,6.509999999999904,6.169999999999904,5.609999999999914,2.969999999999972,2.7299999999999716,2.419999999999971,2.8499999999999726,5.349999999999915,6.039999999999903,88.91777259940262,89.4943961949527,89.17168502392713,99.57675951000347,99.93167572592321,97.44415117805492,99.26304161991702,97.37343443377257
25,4.24891348,32.32426423,6.45111123,13.75149816,30.14242473,12.25018495,-3.22121926,2.85018671,-8.29833722,-23.65466749,-30.19682135,7.54167485,24.70882855,36.56003588,-28.67614556,-10.50971791,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,7.069999999999892,5.73999999999992,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,5.73999999999992,7.069999999999892,6.729999999999892,5.33999999999992,2.9699999999999718,2.6999999999999718,2.529999999999972,2.849999999999972,5.1499999999999195,6.579999999999891,88.92818415509213,94.3256483905938,89.77530231706015,99.619628486813,99.87852206559975,97.35286460090555,99.17633242021616,97.7931152965834
26,4.77547371,35.32852905,8.3458588,12.52333868,31.29342439,10.08796307,-17.29741383,-12.26247456,-6.96460688,-21.95967655,-28.50071735,8.32041796,24.97626896,34.82480296,-36.41408065,-6.66218533,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,6.399999999999906,5.249999999999931,3.2999999999999723,3.3399999999999714,3.3399999999999714,3.2999999999999723,5.249999999999931,6.399999999999906,6.049999999999907,4.86999999999993,2.9599999999999724,2.6699999999999724,2.6099999999999723,2.859999999999972,4.7199999999999305,5.959999999999906,88.91603026657374,93.3031443555419,90.37406206396032,99.6737663308742,99.78775872976978,97.13402756583672,98.58004235766138,96.13028952475256
27,5.3020307,38.33279089,10.24058467,11.2951948,32.03211275,7.92578787,-29.48197968,-27.37513583,-5.63088479,-20.26468728,-26.80463278,9.09915118,21.9821624,33.08960749,-43.11215372,-2.81465275,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.819999999999919,4.909999999999938,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,4.909999999999938,5.819999999999919,5.479999999999919,4.549999999999938,2.959999999999973,2.579999999999972,2.6499999999999715,2.869999999999973,4.4299999999999375,5.439999999999917,88.9146024478768,91.45466508911171,90.84064216214024,99.83392697037569,99.730787835295,96.74307974752135,97.65745124685407,93.50563499901084
28,5.82858408,41.33704612,12.13528552,10.06706873,32.77079483,5.76366839,-20.20958322,-42.48779709,-4.29717181,-18.56970175,-25.1085706,9.8778731,18.98808131,31.35445675,-28.83433259,1.03287983,1.27262015,0.64267426,0.96426053,1.22350945,1.45174668,0.16107351,93.29935147,90.60128952,5.379999999999928,5.079999999999934,3.2999999999999723,3.3499999999999712,3.3499999999999712,3.2999999999999723,5.079999999999934,5.379999999999928,5.039999999999928,4.7399999999999345,2.9599999999999724,2.4999999999999716,2.709999999999972,2.869999999999972,4.569999999999934,5.019999999999928,88.91343184100865,88.93019850451955,91.0081273852992,99.89065067471208,99.58364314582721,96.75963409149657,98.31193476623636,90.7607456430135
